# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160334_sorted.bam" "SRR13160327_sorted.bam" "SRR13160337_sorted.bam" "SRR13160328_sorted.bam" "SRR13160329_sorted.bam" "SRR13160336_sorted.bam" "SRR13160338_sorted.bam" "SRR13160331_sorted.bam" "SRR13160330_sorted.bam" "SRR13160335_sorted.bam" "SRR13160332_sorted.bam" "SRR13160333_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160334_sorted.bam	SRR13160327_sorted.bam	SRR13160337_sorted.bam	SRR13160328_sorted.bam	SRR13160329_sorted.bam	SRR13160336_sorted.bam	SRR13160338_sorted.bam	SRR13160331_sorted.bam	SRR13160330_sorted.bam	SRR13160335_sorted.bam	SRR13160332_sorted.bam	SRR13160333_sorted.bam
gene-PA3385	NC_002516.2	3791347	3791673	+	327	40	288	55	382	279	10	39	69	339	37	225	98
gene-PA3386	NC_002516.2	3791827	3792192	+	366	6	21	6	14	17	0	4	4	12	2	8	6
gene-PA3387	NC_002516.2	3792290	3793060	+	771	2	6	2	11	12	0	0	1	7	3	2	6
gene-PA3388	NC_002516.2	3793113	3793808	+	696	2	10	4	9	15	0	1	3	10	0	7	4
gene-PA3390	NC_002516.2	3793815	3794117	-	303	2	8	4	4	9	0	0	1	10	0	6	3
gene-PA3389	NC_002516.2	3794178	3794591	+	414	1	10	2	7	0	0	2	0	9	1	4	3
gene-PA3391	NC_002516.2	3794819	3796966	+	2148	12	10	4	26	9	0	5	5	104	3	18	12
gene-PA3392	NC_002516.2	3797009	3798919	+	1911	20	13	14	22	14	2	0	74	306	8	36	51
gene-PA3393	NC_002516.2	3798916	3800202	+	1287	8	4	4	13	7	0	3	37	183	6	17	10
gene-PA3394	NC_002516.2	3800199	3801113	+	915	3	3	2	14	5	0	1	10	57	1	4	5
gene-PA3395	NC_002516.2	3801104	3801931	+	828	6	14	6	33	14	1	5	5	33	4	10	5
gene-PA3396	NC_002516.2	3801948	3802484	+	537	15	16	9	69	43	1	5	20	74	5	20	8
gene-PA3397	NC_002516.2	3802567	3803343	-	777	88	549	140	861	604	18	79	67	353	81	318	149
gene-PA3398	NC_002516.2	3803617	3804543	+	927	16	65	32	131	81	2	13	17	76	25	79	33
gene-PA3399	NC_002516.2	3804545	3804886	-	342	13	54	16	105	82	2	13	14	83	14	56	22
gene-PA3400	NC_002516.2	3804940	3806073	-	1134	12	42	5	53	36	0	6	4	40	3	30	10
gene-PA3401	NC_002516.2	3806070	3807242	-	1173	7	31	4	42	26	0	5	9	44	7	28	11
gene-PA3402	NC_002516.2	3807246	3808217	-	972	10	25	3	53	38	0	11	11	33	6	36	5
gene-PA3403	NC_002516.2	3808318	3808803	-	486	10	36	25	42	43	2	15	12	31	13	48	20
gene-PA3403a	NC_002516.2	3808978	3809265	+	288	1	4	0	7	4	0	0	0	14	1	8	0
gene-PA3404	NC_002516.2	3809258	3810613	-	1356	2	4	2	8	7	0	2	0	11	0	3	2
gene-PA3405	NC_002516.2	3810610	3811941	-	1332	1	3	2	3	1	0	5	0	3	0	4	0
gene-PA3406	NC_002516.2	3811938	3813740	-	1803	1	3	2	4	7	0	1	3	3	3	2	4
gene-PA3407	NC_002516.2	3813958	3814575	-	618	18	33	6	43	27	2	8	9	38	10	27	16
gene-PA3408	NC_002516.2	3814661	3817336	-	2676	10	18	17	40	31	0	12	3	33	5	14	7
gene-PA3409	NC_002516.2	3817546	3818532	-	987	4	3	8	10	8	0	3	2	7	3	1	2
gene-PA3410	NC_002516.2	3818597	3819112	-	516	19	12	34	32	29	0	5	10	21	7	17	21
gene-PA3411	NC_002516.2	3819189	3819407	-	219	2	7	3	10	4	0	1	0	5	3	5	1
gene-PA3412	NC_002516.2	3819527	3819796	-	270	5	18	5	10	7	0	1	4	17	4	11	10
gene-PA3413	NC_002516.2	3820006	3820272	+	267	15	73	41	123	94	4	24	17	105	31	105	59
gene-PA3414	NC_002516.2	3820308	3820892	+	585	6	23	14	32	33	1	7	10	17	7	28	13
gene-PA3415	NC_002516.2	3821385	3822497	-	1113	2	7	5	4	15	0	3	1	18	0	12	3
gene-PA3416	NC_002516.2	3822515	3823516	-	1002	1	2	4	3	7	0	4	0	1	0	4	0
gene-PA3417	NC_002516.2	3823509	3824606	-	1098	1	0	0	6	8	0	0	0	4	2	1	0
gene-PA3418	NC_002516.2	3824748	3825773	-	1026	2	17	4	15	9	0	0	5	14	3	5	4
gene-PA3419	NC_002516.2	3826019	3826831	+	813	5	14	5	16	24	0	2	8	26	3	13	7
gene-PA3420	NC_002516.2	3826838	3829321	-	2484	3	9	0	8	9	0	2	3	16	2	13	2
gene-PA3421	NC_002516.2	3829471	3830841	-	1371	1	9	1	13	7	0	1	3	5	2	7	3
gene-PA3422	NC_002516.2	3830898	3832655	-	1758	4	14	7	18	14	0	5	7	18	8	12	8
gene-PA3423	NC_002516.2	3832940	3833683	+	744	9	32	7	32	30	0	8	9	42	4	16	17
gene-PA3424	NC_002516.2	3833774	3835180	+	1407	7	11	4	11	10	0	0	3	15	0	12	5
gene-PA3425	NC_002516.2	3835215	3835559	+	345	0	11	0	16	14	0	2	6	14	0	7	1
gene-PA3426	NC_002516.2	3835579	3836349	-	771	8	24	6	37	28	1	7	9	36	7	17	6
gene-PA3427	NC_002516.2	3836466	3837377	-	912	14	42	20	57	47	0	9	15	71	13	45	14
gene-PA3428	NC_002516.2	3837493	3837786	-	294	0	9	0	7	4	0	1	1	2	1	5	3
gene-PA3429	NC_002516.2	3837885	3838781	-	897	1	8	4	14	18	0	1	2	5	5	9	5
gene-PA3430	NC_002516.2	3838778	3839557	-	780	4	10	7	10	7	0	3	4	9	2	11	2
gene-PA3431	NC_002516.2	3839686	3840372	-	687	4	13	6	20	13	1	1	7	8	3	4	2
gene-PA3432	NC_002516.2	3840359	3840748	-	390	1	13	3	25	8	0	0	1	3	1	4	1
gene-PA3433	NC_002516.2	3840844	3841737	+	894	5	30	7	36	18	0	2	4	19	6	23	7
gene-PA3434	NC_002516.2	3842274	3843290	-	1017	13	64	17	81	65	1	4	17	64	13	57	31
gene-PA3435	NC_002516.2	3843653	3844105	-	453	23	139	31	183	143	2	30	37	98	25	117	55
gene-PA3436	NC_002516.2	3844385	3844942	+	558	4	6	2	9	17	0	4	3	6	2	7	4
gene-PA3437	NC_002516.2	3845053	3845757	+	705	9	31	15	46	37	1	10	18	44	5	36	10
gene-PA3438	NC_002516.2	3845775	3846335	+	561	22	102	18	145	114	1	16	24	127	12	102	39
gene-PA3439	NC_002516.2	3846337	3846708	+	372	12	61	10	100	75	1	13	24	135	11	102	51
gene-PA3440	NC_002516.2	3846837	3847148	+	312	6	42	9	61	43	3	14	16	48	12	48	22
gene-PA3440a	NC_002516.2	3847200	3847538	+	339	3	37	3	46	45	2	3	10	31	7	39	12
gene-PA3441	NC_002516.2	3847718	3847933	-	216	7	40	6	59	46	1	5	5	23	9	35	11
gene-PA3442	NC_002516.2	3847974	3848798	-	825	6	24	12	56	46	1	3	7	25	6	41	10
gene-PA3443	NC_002516.2	3848795	3849583	-	789	3	5	4	21	22	0	0	0	8	1	11	5
gene-PA3444	NC_002516.2	3849604	3850752	-	1149	1	2	2	6	4	0	0	0	4	1	1	3
gene-PA3445	NC_002516.2	3850830	3851801	-	972	7	15	5	32	12	1	1	1	11	3	7	4
gene-PA3446	NC_002516.2	3851920	3852513	-	594	2	11	1	22	12	0	2	1	7	2	7	4
gene-PA3447	NC_002516.2	3852667	3853416	-	750	3	4	2	9	5	0	0	3	2	0	1	3
gene-PA3448	NC_002516.2	3853413	3854237	-	825	1	4	1	5	2	0	0	2	1	1	0	0
gene-PA3449	NC_002516.2	3854241	3855242	-	1002	0	3	1	9	4	1	0	0	4	2	0	1
gene-PA3450	NC_002516.2	3855493	3856131	-	639	7	39	13	60	30	2	13	4	18	9	16	17
gene-PA3451	NC_002516.2	3856337	3856546	+	210	1	11	3	17	9	0	2	3	6	1	6	3
gene-PA3452	NC_002516.2	3856749	3858320	+	1572	31	254	44	459	429	3	35	58	167	45	406	71
gene-PA3453	NC_002516.2	3858544	3859209	-	666	27	93	34	198	161	2	24	33	110	27	128	30
gene-PA3454	NC_002516.2	3859338	3860522	-	1185	3	13	8	14	14	0	5	4	21	1	14	6
gene-PA3455	NC_002516.2	3860675	3862165	-	1491	50	101	21	126	103	2	19	22	118	12	132	43
gene-PA3456	NC_002516.2	3862309	3864273	+	1965	4	30	9	47	30	0	3	11	34	6	27	7
gene-PA3457	NC_002516.2	3864374	3865126	+	753	10	72	9	60	50	0	8	14	78	4	16	8
gene-PA3458	NC_002516.2	3865281	3865754	-	474	2	71	5	53	44	0	3	8	30	6	18	8
gene-PA3459	NC_002516.2	3865897	3867666	+	1770	7	104	15	114	40	0	3	9	61	4	35	4
gene-PA3460	NC_002516.2	3867707	3869464	+	1758	18	24	12	32	21	0	7	3	29	5	26	8
gene-PA3461	NC_002516.2	3869461	3870657	+	1197	12	25	9	28	18	0	4	6	24	5	25	9
gene-PA3462	NC_002516.2	3870795	3873554	+	2760	8	19	8	19	19	0	3	3	23	6	13	9
gene-PA3463	NC_002516.2	3873606	3873836	+	231	2	15	4	28	21	0	4	5	24	3	14	7
gene-PA3464	NC_002516.2	3874654	3875979	-	1326	12	31	10	43	37	1	4	5	49	6	35	13
gene-PA3465	NC_002516.2	3876196	3877911	+	1716	19	111	32	189	142	1	6	17	160	12	111	39
gene-PA3466	NC_002516.2	3878033	3879373	-	1341	19	135	27	281	236	2	19	30	164	35	189	38
gene-PA3467	NC_002516.2	3879559	3880926	+	1368	1	12	4	14	6	0	1	4	11	2	5	4
gene-PA3468	NC_002516.2	3881093	3882421	+	1329	14	68	24	140	115	1	22	27	154	30	116	53
gene-PA3469	NC_002516.2	3882441	3882983	+	543	12	33	23	101	80	0	16	19	78	16	80	25
gene-PA3470	NC_002516.2	3882980	3883438	+	459	1	34	13	44	31	0	4	14	39	9	39	5
gene-PA3471	NC_002516.2	3883560	3885254	-	1695	47	152	53	216	194	6	29	78	292	34	240	84
gene-PA3472	NC_002516.2	3885711	3886307	+	597	14	83	9	75	68	1	3	16	65	4	70	27
gene-PA3473	NC_002516.2	3886328	3887227	-	900	3	70	8	64	77	0	10	8	64	8	51	10
gene-PA3474	NC_002516.2	3887224	3888084	-	861	7	37	10	38	44	1	4	7	48	6	30	12
gene-PA3475	NC_002516.2	3888178	3888984	-	807	12	52	9	63	67	0	3	13	77	10	46	15
gene-PA3476	NC_002516.2	3889139	3889744	-	606	44	326	64	357	270	0	37	43	252	29	186	80
gene-PA3477	NC_002516.2	3889925	3890650	-	726	25	216	29	222	163	2	18	37	133	18	159	52
gene-PA3478	NC_002516.2	3890775	3892055	-	1281	10	27	6	27	16	0	3	7	37	6	25	14
gene-PA3479	NC_002516.2	3892121	3893008	-	888	4	31	13	37	39	0	6	7	31	4	34	21
gene-PA3480	NC_002516.2	3893432	3893998	-	567	65	290	88	457	341	13	55	106	406	83	415	136
gene-PA3481	NC_002516.2	3894099	3895193	-	1095	23	123	58	202	169	5	17	38	152	36	153	46
gene-PA3482	NC_002516.2	3895324	3897357	+	2034	63	332	98	438	366	10	55	107	408	62	398	141
gene-PA3483	NC_002516.2	3897391	3898191	+	801	32	126	33	165	161	0	30	50	165	15	164	42
gene-PA3484	NC_002516.2	3898278	3899504	+	1227	13	47	11	74	81	1	8	18	83	8	46	21
gene-PA3485	NC_002516.2	3899501	3899938	+	438	8	16	3	45	33	0	6	13	23	4	21	4
gene-PA3486	NC_002516.2	3900233	3902659	+	2427	17	48	14	90	96	1	18	17	91	11	90	17
gene-PA3487	NC_002516.2	3902663	3905962	+	3300	21	92	28	111	103	1	17	36	85	20	100	27
gene-PA3488	NC_002516.2	3906055	3907089	+	1035	18	47	19	43	35	2	13	9	49	5	44	31
gene-PA3489	NC_002516.2	3907268	3907852	+	585	15	30	8	52	50	2	4	10	44	4	30	13
gene-PA3490	NC_002516.2	3907849	3908415	+	567	4	23	7	54	51	0	4	5	26	6	23	4
gene-PA3491	NC_002516.2	3908412	3910736	+	2325	16	55	16	126	130	1	13	14	74	9	72	12
gene-PA3492	NC_002516.2	3910739	3911773	+	1035	5	36	8	36	50	0	3	5	48	5	31	3
gene-PA3493	NC_002516.2	3911773	3912417	+	645	6	50	5	71	79	0	4	6	44	10	44	4
gene-PA3494	NC_002516.2	3912410	3913132	+	723	10	52	12	92	75	0	5	12	51	13	45	8
gene-PA3495	NC_002516.2	3913129	3913767	+	639	12	47	10	54	36	0	3	7	38	4	31	10
gene-PA3496	NC_002516.2	3913876	3914055	+	180	50	257	80	450	255	6	56	32	191	36	167	38
gene-PA3497	NC_002516.2	3914117	3915337	-	1221	9	46	11	79	45	0	7	7	43	10	34	14
gene-PA3498	NC_002516.2	3915807	3916763	-	957	7	27	10	24	14	0	8	4	26	2	22	13
gene-PA3499	NC_002516.2	3916778	3917212	-	435	1	4	1	3	1	0	1	1	5	0	5	3
gene-PA3500	NC_002516.2	3917209	3918228	-	1020	1	5	1	5	6	1	1	2	4	1	3	6
gene-PA3501	NC_002516.2	3918251	3918469	-	219	0	2	1	4	1	0	0	0	2	0	0	3
gene-PA3502	NC_002516.2	3918471	3918788	-	318	3	4	2	5	2	0	0	0	3	2	3	5
gene-PA3504	NC_002516.2	3919774	3921258	-	1485	10	20	16	30	27	1	14	8	36	14	15	15
gene-PA3505	NC_002516.2	3921270	3922073	-	804	4	11	4	16	10	0	2	1	9	1	6	3
gene-PA3506	NC_002516.2	3922084	3923766	-	1683	6	11	1	12	10	0	3	2	10	1	3	6
gene-PA3507	NC_002516.2	3923759	3924556	-	798	2	6	1	6	3	0	2	1	12	1	5	4
gene-PA3508	NC_002516.2	3924543	3925376	-	834	5	15	7	13	13	1	6	2	25	4	13	3
gene-PA3509	NC_002516.2	3925369	3926238	-	870	3	5	0	6	5	0	2	2	5	0	3	2
gene-PA3510	NC_002516.2	3926247	3926777	-	531	4	2	1	4	0	0	1	2	5	1	4	4
gene-PA3511	NC_002516.2	3926791	3927552	-	762	2	1	1	4	2	0	2	2	1	0	4	0
gene-PA3512	NC_002516.2	3927558	3928334	-	777	3	2	7	6	8	0	2	0	14	4	9	3
gene-PA3513	NC_002516.2	3928331	3929338	-	1008	4	6	1	6	4	0	1	1	13	3	6	2
gene-PA3514	NC_002516.2	3929379	3930230	-	852	3	4	2	8	5	0	1	3	9	1	12	4
gene-PA3515	NC_002516.2	3930743	3931816	-	1074	15	24	10	36	26	0	5	12	43	11	35	16
gene-PA3516	NC_002516.2	3931866	3933317	-	1452	2	12	1	14	7	0	2	1	17	7	15	6
gene-PA3517	NC_002516.2	3933317	3934750	-	1434	3	10	3	8	11	0	1	2	17	4	11	6
gene-PA3518	NC_002516.2	3934781	3935767	-	987	0	1	2	3	1	0	2	3	6	1	3	5
gene-PA3519	NC_002516.2	3935800	3936837	-	1038	0	1	1	7	1	0	0	0	5	3	0	9
gene-PA3520	NC_002516.2	3937238	3937432	-	195	0	0	1	5	4	0	0	1	5	0	5	0
gene-PA3521	NC_002516.2	3938020	3939495	-	1476	6	2	4	11	5	1	3	2	13	3	8	1
gene-PA3522	NC_002516.2	3939492	3942653	-	3162	8	21	11	48	28	0	5	5	34	8	23	12
gene-PA3523	NC_002516.2	3942650	3943807	-	1158	2	7	5	20	19	0	0	3	9	3	7	5
gene-PA3524	NC_002516.2	3944184	3944570	+	387	82	346	131	515	544	9	88	112	358	103	441	150
gene-PA3525	NC_002516.2	3944662	3945879	-	1218	194	665	282	1448	1030	11	175	183	696	196	1029	301
gene-PA3526	NC_002516.2	3945997	3946962	-	966	70	109	78	237	140	7	45	30	148	55	138	69
gene-PA3527	NC_002516.2	3947095	3948141	+	1047	10	80	7	117	131	2	10	33	86	25	83	14
gene-PA3528	NC_002516.2	3948138	3948812	+	675	23	167	40	231	245	2	19	48	212	28	216	46
gene-PA3529	NC_002516.2	3948991	3949593	-	603	198	487	309	1231	866	18	228	227	863	228	948	269
gene-PA3530	NC_002516.2	3949853	3950074	+	222	25	21	34	48	24	0	15	12	34	28	19	51
gene-PA3531	NC_002516.2	3950284	3950760	+	477	36	453	43	404	259	7	25	132	705	40	714	29
gene-PA3532	NC_002516.2	3950827	3951978	-	1152	11	94	21	116	143	2	13	33	195	10	114	23
gene-PA3533	NC_002516.2	3952061	3952387	-	327	54	253	77	365	265	8	49	87	254	45	289	77
gene-PA3534	NC_002516.2	3952500	3954608	-	2109	5	12	11	34	22	0	7	12	45	3	24	9
gene-PA3535	NC_002516.2	3954907	3957894	+	2988	16	73	17	81	71	2	12	21	85	10	53	19
gene-PA3536	NC_002516.2	3958288	3958755	-	468	39	160	36	260	160	3	29	28	193	27	122	32
gene-PA3537	NC_002516.2	3959033	3959950	+	918	15	69	13	93	73	1	6	15	56	13	55	25
gene-PA3538	NC_002516.2	3959955	3961037	+	1083	12	59	10	81	78	1	15	12	82	11	44	16
gene-PA3539	NC_002516.2	3961144	3961923	+	780	8	23	7	28	32	0	5	8	27	4	24	7
gene-PA3540	NC_002516.2	3962825	3964135	+	1311	11	21	12	35	24	0	3	6	16	5	20	13
gene-PA3541	NC_002516.2	3964275	3965759	+	1485	10	21	12	31	11	1	6	8	33	7	20	8
gene-PA3542	NC_002516.2	3965842	3967011	+	1170	4	8	4	8	7	0	1	5	11	2	11	12
gene-PA3543	NC_002516.2	3967025	3968452	+	1428	9	10	4	15	12	0	3	3	23	6	14	4
gene-PA3544	NC_002516.2	3968449	3969921	+	1473	3	10	6	8	2	0	0	0	12	0	7	4
gene-PA3545	NC_002516.2	3969942	3971573	+	1632	17	51	18	85	35	0	10	8	70	10	48	27
gene-PA3546	NC_002516.2	3971586	3973010	+	1425	1	3	1	5	2	0	1	0	1	0	2	0
gene-PA3547	NC_002516.2	3973014	3974117	+	1104	0	6	0	8	6	0	1	5	6	2	5	0
gene-PA3548	NC_002516.2	3974359	3975921	+	1563	4	16	3	29	14	0	6	0	19	3	16	8
gene-PA3549	NC_002516.2	3975936	3977111	+	1176	1	2	2	10	3	0	0	1	0	0	4	3
gene-PA3550	NC_002516.2	3977184	3977834	+	651	0	3	1	8	6	0	0	2	3	1	3	3
gene-PA3551	NC_002516.2	3978031	3979476	+	1446	3	20	8	14	10	0	5	2	19	1	6	11
gene-PA3552	NC_002516.2	3979860	3981008	+	1149	4	101	4	95	81	0	5	4	29	3	15	9
gene-PA3553	NC_002516.2	3981005	3982024	+	1020	7	63	5	70	72	0	2	5	28	4	19	10
gene-PA3554	NC_002516.2	3982021	3984009	+	1989	15	199	13	182	182	0	8	21	78	7	55	24
gene-PA3555	NC_002516.2	3984006	3984893	+	888	4	69	1	49	43	1	0	3	19	0	12	3
gene-PA3556	NC_002516.2	3984890	3986539	+	1650	12	114	11	92	117	0	3	11	123	6	38	2
gene-PA3557	NC_002516.2	3986536	3986883	+	348	3	43	0	32	36	0	0	4	43	0	17	4
gene-PA3558	NC_002516.2	3986880	3987293	+	414	2	64	2	74	86	0	3	11	94	3	70	2
gene-PA3559	NC_002516.2	3987290	3988684	+	1395	21	283	13	240	242	0	6	53	348	11	257	37
gene-PA3560	NC_002516.2	3988838	3990595	-	1758	77	199	64	394	337	2	36	82	458	45	373	72
gene-PA3561	NC_002516.2	3990597	3991541	-	945	58	137	44	325	300	3	26	71	260	24	262	41
gene-PA3562	NC_002516.2	3991541	3994411	-	2871	107	398	58	653	601	2	51	132	528	52	509	90
gene-PA3563	NC_002516.2	3994739	3995728	+	990	23	56	13	82	61	1	11	17	54	14	52	18
gene-PA3564	NC_002516.2	3995841	3996518	+	678	4	20	9	38	31	0	4	5	32	3	20	5
gene-PA3565	NC_002516.2	3996806	3997726	-	921	8	26	2	32	25	1	6	6	25	2	18	5
gene-PA3566	NC_002516.2	3997822	3998115	+	294	4	4	3	14	7	0	0	3	19	3	15	2
gene-PA3567	NC_002516.2	3998137	3999150	+	1014	2	13	3	26	19	1	3	8	29	3	10	5
gene-PA3568	NC_002516.2	3999208	4001094	-	1887	11	11	6	18	15	0	5	4	45	6	13	9
gene-PA3569	NC_002516.2	4001196	4002092	-	897	1	5	4	7	0	0	0	2	4	1	9	4
gene-PA3570	NC_002516.2	4002108	4003601	-	1494	17	24	7	27	17	0	6	5	37	4	21	13
gene-PA3571	NC_002516.2	4003733	4004656	+	924	3	13	8	27	11	1	3	9	29	3	16	7
gene-PA3572	NC_002516.2	4004783	4004959	+	177	0	116	1	72	42	0	0	4	19	0	7	2
gene-PA3573	NC_002516.2	4004967	4006145	-	1179	7	76	17	91	89	0	3	10	84	7	35	11
gene-PA3574	NC_002516.2	4006510	4007148	+	639	13	50	15	60	63	1	6	10	52	7	41	12
gene-PA3574a	NC_002516.2	4007127	4007324	-	198	9	25	10	33	35	0	9	3	32	4	16	7
gene-PA3575	NC_002516.2	4007507	4008037	+	531	18	20	17	36	26	0	4	4	15	6	24	7
gene-PA3576	NC_002516.2	4008136	4008558	+	423	13	29	10	45	40	0	9	9	43	5	28	7
gene-PA3577	NC_002516.2	4008938	4009051	-	114	1	13	5	14	15	0	0	4	18	3	13	12
gene-PA3578	NC_002516.2	4009542	4010327	-	786	16	78	39	145	139	0	18	18	127	15	131	32
gene-PA3579	NC_002516.2	4010523	4012007	-	1485	30	191	50	333	301	0	23	60	285	43	297	51
gene-PA3580	NC_002516.2	4012071	4012541	-	471	33	230	39	205	211	1	32	34	162	23	172	70
gene-PA3581	NC_002516.2	4012806	4013645	+	840	26	169	27	177	202	2	23	29	260	28	163	46
gene-PA3582	NC_002516.2	4013685	4015202	+	1518	88	249	70	321	379	6	55	86	477	76	497	200
gene-PA3583	NC_002516.2	4015408	4016163	+	756	13	55	15	94	90	1	14	17	128	25	85	30
gene-PA3584	NC_002516.2	4016441	4017979	+	1539	47	312	49	361	414	10	39	17	212	38	163	32
gene-PA3585	NC_002516.2	4018112	4018441	+	330	10	19	9	37	32	0	4	7	28	1	19	6
gene-PA3586	NC_002516.2	4018458	4019444	-	987	8	21	9	31	24	0	5	6	19	4	22	5
gene-PA3587	NC_002516.2	4019743	4020663	+	921	1	20	4	29	19	1	2	4	23	5	21	6
gene-PA3588	NC_002516.2	4020669	4021919	-	1251	0	8	3	14	10	1	1	4	12	4	16	6
gene-PA3589	NC_002516.2	4021972	4023177	-	1206	0	4	2	4	5	0	1	1	8	3	5	2
gene-PA3590	NC_002516.2	4023200	4024732	-	1533	6	16	6	26	16	0	2	5	17	7	15	4
gene-PA3591	NC_002516.2	4024729	4025526	-	798	2	2	2	2	3	0	1	0	5	1	1	0
gene-PA3592	NC_002516.2	4025586	4026773	-	1188	1	3	2	6	1	0	0	1	6	2	6	1
gene-PA3593	NC_002516.2	4026812	4028539	-	1728	5	13	3	18	10	1	3	1	13	1	10	5
gene-PA3594	NC_002516.2	4028653	4029540	+	888	5	26	4	29	10	1	1	4	20	1	12	9
gene-PA3595	NC_002516.2	4029759	4031168	+	1410	8	15	5	19	20	0	5	7	25	7	21	5
gene-PA3596	NC_002516.2	4031165	4032238	-	1074	4	8	2	10	4	1	6	0	11	3	11	5
gene-PA3597	NC_002516.2	4032328	4033650	-	1323	7	16	7	25	18	1	5	4	27	8	14	12
gene-PA3598	NC_002516.2	4033850	4034665	-	816	4	14	4	31	14	0	5	2	28	2	15	4
gene-PA3599	NC_002516.2	4034793	4035578	+	786	10	37	3	29	30	0	4	7	39	1	22	7
gene-PA3600	NC_002516.2	4035606	4035758	-	153	0	8	0	4	7	0	2	1	4	1	4	0
gene-PA3601	NC_002516.2	4035758	4036021	-	264	1	11	0	11	11	0	2	3	19	2	13	2
gene-PA3602	NC_002516.2	4036265	4037875	+	1611	24	110	20	159	147	1	11	32	166	24	167	48
gene-PA3603	NC_002516.2	4037945	4038316	-	372	16	71	12	118	87	2	6	39	310	3	156	40
gene-PA3604	NC_002516.2	4038388	4039041	-	654	59	258	56	313	317	1	46	66	248	40	243	98
gene-PA3605	NC_002516.2	4039174	4040100	+	927	23	74	17	161	118	0	12	15	100	20	66	19
gene-PA3606	NC_002516.2	4040104	4040820	-	717	13	37	4	72	51	1	8	3	50	7	46	2
gene-PA3607	NC_002516.2	4041079	4042170	+	1092	21	70	15	114	140	3	9	18	56	12	49	30
gene-PA3608	NC_002516.2	4042175	4043068	+	894	6	28	8	51	64	2	3	9	23	9	24	13
gene-PA3609	NC_002516.2	4043061	4043831	+	771	3	17	8	29	25	1	4	5	12	5	15	5
gene-PA3610	NC_002516.2	4043920	4044984	+	1065	12	52	11	77	98	3	14	17	35	9	48	25
gene-PA3611	NC_002516.2	4045160	4045570	+	411	26	109	35	172	108	3	22	35	153	28	127	48
gene-PA3612	NC_002516.2	4045589	4045810	+	222	7	71	13	80	49	0	8	18	67	9	57	15
gene-PA3613	NC_002516.2	4045934	4048339	-	2406	19	369	42	275	240	2	6	20	119	7	73	30
gene-PA3614	NC_002516.2	4048519	4049922	+	1404	30	129	39	118	87	1	14	13	85	12	40	26
gene-PA3615	NC_002516.2	4050005	4051075	+	1071	38	176	63	184	146	3	15	33	185	18	118	56
gene-PA3616	NC_002516.2	4051097	4051558	-	462	26	188	46	255	189	3	23	40	181	21	165	53
gene-PA3617	NC_002516.2	4051564	4052604	-	1041	242	1142	415	1909	1469	23	218	271	1034	250	1516	464
gene-PA3618	NC_002516.2	4052738	4053244	-	507	12	100	11	131	106	0	8	18	107	15	59	20
gene-PA3619	NC_002516.2	4053392	4054399	+	1008	10	21	11	19	23	0	1	3	20	6	11	12
gene-PA3620	NC_002516.2	4054525	4057092	+	2568	51	345	71	441	388	10	53	89	280	63	339	88
gene-PA3621	NC_002516.2	4057159	4057482	+	324	83	344	122	336	248	7	71	66	161	88	274	240
gene-PA3621.1	NC_002516.2	4057543	4057658	-	116	5229	3485	1755	6587	4580	292	893	2154	7512	3574	4218	3259
gene-PA3622	NC_002516.2	4057909	4058913	-	1005	44	356	84	304	212	5	64	79	255	47	286	143
gene-PA3623	NC_002516.2	4059018	4059911	-	894	81	842	85	752	576	9	60	90	568	57	407	178
gene-PA3624	NC_002516.2	4059957	4060592	-	636	27	312	46	278	240	3	41	48	205	32	229	77
gene-PA3625	NC_002516.2	4060625	4061374	-	750	58	311	68	465	321	6	45	62	318	52	296	83
gene-PA3626	NC_002516.2	4061362	4062429	-	1068	68	357	78	524	386	5	43	64	373	67	322	111
gene-PA3627	NC_002516.2	4062426	4062899	-	474	54	184	63	405	313	3	54	54	257	53	275	63
gene-PA3628	NC_002516.2	4062970	4063821	-	852	12	113	23	165	106	0	10	24	88	20	96	25
gene-PA3629	NC_002516.2	4063875	4064987	-	1113	81	381	68	595	469	3	41	71	398	43	417	108
gene-PA3630	NC_002516.2	4065119	4066027	+	909	2	18	7	12	14	0	4	1	18	3	6	4
gene-PA3631	NC_002516.2	4066103	4067329	+	1227	5	85	12	107	86	2	11	25	58	9	68	19
gene-PA3632	NC_002516.2	4067295	4067543	+	249	5	71	10	67	55	0	8	24	47	8	66	24
gene-PA3633	NC_002516.2	4067604	4068308	-	705	9	105	26	110	74	0	7	17	60	7	64	20
gene-PA3634	NC_002516.2	4068328	4068612	-	285	12	103	18	112	97	2	20	19	73	19	126	23
gene-PA3635	NC_002516.2	4068677	4069966	-	1290	336	1290	597	2819	1771	43	381	557	1689	438	2634	525
gene-PA3636	NC_002516.2	4070012	4070857	-	846	78	344	135	602	423	9	89	147	474	92	663	204
gene-PA3637	NC_002516.2	4070860	4072488	-	1629	211	593	263	1103	918	32	185	289	1004	260	1369	406
gene-PA3638	NC_002516.2	4072659	4073987	-	1329	34	126	43	192	168	1	31	41	164	24	150	41
